sku	price	quantity	handling-time	merchant_shipping_group_name
SHEST7231	1200.5386823529414	95	4	3-5 65$
SHEST7232	1198.9364705882356	95	4	3-5 65$
SHEST7233	1165.9011764705883	1	4	3-5 65$
SHEST7234	852.0658823529412	95	4	3-5 65$
SHEST7235	1116.3482352941178	4	4	3-5 65$
SHEST7236	1000.7247058823532	3	4	3-5 65$
SHEST7237	785.9952941176473	95	4	3-5 65$
SHEST7238	1058.5364705882355	95	4	3-5 65$
SHEST7239	1116.3482352941178	95	4	3-5 65$
SHEST7240	1116.3482352941178	3	4	3-5 65$
SHEST7241	0	0	4	3-5
SHEST7242	787.6470588235295		4	3-5 65$
SHEST7243	1033.7600000000002	95	4	3-5 65$
SHEST7244	926.3952941176472		4	3-5 65$
SHEST7245	0	0	4	3-5
SHEST7246	835.5482352941178	95	4	3-5 65$
SHEST7247	0	0	4	3-5
SHEST7248	1000.7247058823532	2	4	3-5 65$
SHEST7249	0		4	1-3
SHEST7250	0	0	4	3-5
SHEST7251	751.1265411764707		4	3-5 65$
SHEST7252	933.0023529411767	3	4	3-5 65$
SHEST7253	982.5552941176472	95	4	3-5 65$
SHEST7254	952.8070117647061	4	4	3-5 65$
SHEST7255	951.1717647058825	95	4	3-5 65$
SHEST7256	951.1717647058825	2	4	3-5 65$
SHEST7257	0		4	1-3
SHEST7258	0		4	1-3
SHEST7259	852.0658823529412	95	4	3-5 65$
SHEST7260	951.1717647058825	95	4	3-5 65$
SHEST7261	951.1717647058825	95	4	3-5 65$
SHEST7262	852.0658823529412	95	4	3-5 65$
SHEST7263	703.4070588235295	2	4	3-5 65$
SHEST7264	951.1717647058825	1	4	3-5 65$
SHEST7265	852.0658823529412	95	4	3-5 65$
SHEST7266	823.9858823529412	2	4	3-5 65$
SHEST7267	918.1364705882354	95	4	3-5 65$
SHEST7268	0		4	1-3
SHEST7269	855.3694117647061	95	4	3-5 65$
SHEST7270	901.618823529412	95	4	3-5 65$
SHEST7271	0		4	1-3
SHEST7272	0		4	1-3
SHEST7273	0	0	4	3-5
SHEST7274	0		4	1-3
SHEST7275	885.1011764705884	2	4	3-5 65$
SHEST7276	883.4494117647059	95	4	3-5 65$
SHEST7277	868.5835294117649	95	4	3-5 65$
SHEST7278	703.4070588235295	95	4	3-5 65$
SHEST7279	852.0658823529412	3	4	3-5 65$
SHEST7280	837.1834823529414	4	4	3-5 65$
SHEST7281	835.5482352941178	4	4	3-5 65$
SHEST7282	748.004705882353	2	4	3-5 65$
SHEST7283	751.3082352941177	95	4	3-5 65$
SHEST7284	0	0	4	3-5
SHEST7285	833.8964705882354	95	4	3-5 65$
SHEST7286	0	0	4	3-5
SHEST7287	819.0305882352942	95	4	3-5 65$
SHEST7288	819.0305882352942	95	4	3-5 65$
SHEST7289	776.0847058823531	95	4	3-5 65$
SHEST7290	785.9952941176473	95	4	3-5 65$
SHEST7291	870.2187764705884	95	4	3-5 65$
SHEST7292	787.6305411764708	3	4	3-5 65$
SHEST7293	785.9952941176473	95	4	3-5 65$
SHEST7294	0	0	4	3-5
SHEST7295	785.9952941176473	95	4	3-5 65$
SHEST7296	620.8188235294118	2	4	3-5 65$
SHEST7297	785.9952941176473	95	4	3-5 65$
SHEST7298	785.9952941176473	95	4	3-5 65$
SHEST7299	785.9952941176473	95	4	3-5 65$
SHEST7300	868.5835294117649	95	4	3-5 65$
SHEST7301	673.6752941176471	95	4	3-5 65$
SHEST7302	713.3176470588237	95	4	3-5 65$
SHEST7303	713.3176470588237	95	4	3-5 65$
SHEST7304	752.9600000000002	95	4	3-5 65$
SHEST7305	752.9600000000002	95	4	3-5 65$
SHEST7306	0	0	4	3-5
SHEST7307	0		4	1-3
SHEST7308	744.7011764705884	95	4	3-5 65$
SHEST7309	785.9952941176473	95	4	3-5 65$
SHEST7310	746.3529411764706	4	4	3-5 65$
SHEST7311	660.4611764705884	3	4	3-5 65$
SHEST7312	0	0	4	3-5
SHEST7313	734.7905882352943	95	4	3-5 65$
SHEST7314	0	0	4	3-5
SHEST7315	0	0	4	3-5
SHEST7316	705.0588235294119	3	4	3-5 65$
SHEST7317	703.4070588235295	3	4	3-5 65$
SHEST7318	667.0682352941177	3	4	3-5 65$
SHEST7319	703.4070588235295	95	4	3-5 65$
SHEST7320	703.4070588235295	95	4	3-5 65$
SHEST7321	430.86588235294124	95	4	3-5 65$
SHEST7322	703.4070588235295	95	4	3-5 65$
SHEST7323	703.4070588235295	95	4	3-5 65$
SHEST7324	703.4070588235295	95	4	3-5 65$
SHEST7325	703.4070588235295	95	4	3-5 65$
SHEST7326	0	0	4	3-5
SHEST7327	703.4070588235295	2	4	3-5 65$
SHEST7328	703.4070588235295	95	4	3-5 65$
SHEST7329	0		4	1-3
SHEST7330	0	0	4	3-5
SHEST7331	273.9482352941177	95	4	3-5 65$
SHEST7332	0		4	1-3
SHEST7333	0	0	4	3-5
SHEST7334	290.4658823529412	95	4	3-5 65$
SHEST7335	511.62065882352954		4	3-5 65$
SHEST7336	670.3717647058825	95	4	3-5 65$
SHEST7337	599.3458823529413	4	4	3-5 65$
SHEST7338	599.3458823529413	95	4	3-5 65$
SHEST7339	670.3717647058825	4	4	3-5 65$
SHEST7340	635.6847058823531	3	4	3-5 65$
SHEST7341	668.72	95	4	3-5 65$
SHEST7342	0	0	4	3-5
SHEST7343	0	0	4	3-5
SHEST7344	556.4000000000001	3	4	3-5 65$
SHEST7345	554.7482352941178	95	4	3-5 65$
SHEST7346	620.8188235294118	95	4	3-5 65$
SHEST7347	620.8188235294118	95	4	3-5 65$
SHEST7348	620.8188235294118	3	4	3-5 65$
SHEST7349	620.8188235294118	95	4	3-5 65$
SHEST7350	620.8188235294118	3	4	3-5 65$
SHEST7351	620.8188235294118	1	4	3-5 65$
SHEST7352	620.8188235294118	95	4	3-5 65$
SHEST7353	478.5853647058824		4	3-5 65$
SHEST7354	620.8188235294118	4	4	3-5 65$
SHEST7355	620.8188235294118	95	4	3-5 65$
SHEST7356	620.8188235294118	95	4	3-5 65$
SHEST7357	0		4	1-3
SHEST7358	0	0	4	3-5
SHEST7359	0		4	1-3
SHEST7360	620.8188235294118	95	4	3-5 65$
SHEST7361	620.8188235294118	95	4	3-5 65$
SHEST7362	455.64235294117657		4	3-5 65$
SHEST7363	0	0	4	3-5
SHEST7364	572.9011294117648	95	4	3-5 65$
SHEST7365	572.8680941176473	1	4	3-5 65$
SHEST7366	571.2658823529413	95	4	3-5 65$
SHEST7367	503.5435294117648	95	4	3-5 65$
SHEST7368	571.2658823529413	95	4	3-5 65$
SHEST7369	569.614117647059	95	4	3-5 65$
SHEST7370	556.3834823529413	2	4	3-5 65$
SHEST7371	546.4398588235296	95	4	3-5 65$
SHEST7372	539.8658352941178	95	4	3-5 65$
SHEST7373	539.8658352941178	4	4	3-5 65$
SHEST7374	539.8658352941178	95	4	3-5 65$
SHEST7375	482.0705882352943	3	4	3-5 65$
SHEST7376	455.64235294117657	95	4	3-5 65$
SHEST7377	538.2305882352941	95	4	3-5 65$
SHEST7378	386.2682352941177	2	4	3-5 65$
SHEST7379	429.03242352941186		4	3-5 65$
SHEST7380	620.8188235294118	95	4	3-5 65$
SHEST7381	538.2305882352941	95	4	3-5 65$
SHEST7382	510.1505882352942	4	4	3-5 65$
SHEST7383	538.2305882352941	3	4	3-5 65$
SHEST7384	538.2305882352941	95	4	3-5 65$
SHEST7385	480.41882352941184	4	4	3-5 65$
SHEST7386	275.58348235294125		4	3-5 65$
SHEST7387	0		4	1-3
SHEST7388	521.7129411764706	95	4	3-5 65$
SHEST7389	450.68705882352947	95	4	3-5 65$
SHEST7390	505.1952941176472	95	4	3-5 65$
SHEST7391	505.1952941176472	95	4	3-5 65$
SHEST7392	505.1952941176472	95	4	3-5 65$
SHEST7393	505.1952941176472	3	4	3-5 65$
SHEST7394	505.1952941176472	3	4	3-5 65$
SHEST7395	478.7670588235295	95	4	3-5 65$
SHEST7396	478.7670588235295	95	4	3-5 65$
SHEST7397	505.1952941176472	95	4	3-5 65$
SHEST7398	505.1952941176472	95	4	3-5 65$
SHEST7399	450.68705882352947	95	4	3-5 65$
SHEST7400	503.5435294117648	95	4	3-5 65$
SHEST7401	462.2494117647059	95	4	3-5 65$
SHEST7402	0		4	1-3
SHEST7403	209.51289411764708	95	4	3-5 65$
SHEST7404	406.08941176470597	95	4	3-5 65$
SHEST7405	455.64235294117657	95	4	3-5 65$
SHEST7406	455.64235294117657	1	4	3-5 65$
SHEST7407	402.6867764705883	2	4	3-5 65$
SHEST7408	406.08941176470597	95	4	3-5 65$
SHEST7409	455.64235294117657	95	4	3-5 65$
SHEST7410	455.64235294117657	95	4	3-5 65$
SHEST7411	406.08941176470597	95	4	3-5 65$
SHEST7412	455.64235294117657	95	4	3-5 65$
SHEST7413	406.08941176470597	95	4	3-5 65$
SHEST7414	455.64235294117657	95	4	3-5 65$
SHEST7415	268.95990588235304		4	3-5 65$
SHEST7416	430.86588235294124	95	4	3-5 65$
SHEST7417	455.64235294117657	95	4	3-5 65$
SHEST7418	455.64235294117657	95	4	3-5 65$
SHEST7419	455.64235294117657	95	4	3-5 65$
SHEST7420	201.22103529411766	1	4	3-5 65$
SHEST7421	199.56927058823533	95	4	3-5 65$
SHEST7422	141.2894117647059	95	4	3-5 49$
SHEST7423	169.88705882352946	95	4	3-5 65$
SHEST7424	192.61534117647062	95	4	3-5 65$
SHEST7425	191.4756235294118	2	4	3-5 65$
SHEST7426	191.36	3	4	3-5 65$
SHEST7427	168.23529411764707	95	4	3-5 65$
SHEST7428	191.36	95	4	3-5 65$
SHEST7429	191.36	95	4	3-5 65$
SHEST7430	191.36	95	4	3-5 65$
SHEST7431	0	0	4	3-5
SHEST7432	340.1509647058823		4	3-5 65$
SHEST7433	191.26089411764713	95	4	3-5 65$
SHEST7434	177.62823529411767	3	4	3-5 49$
SHEST7435	177.62823529411767	4	4	3-5 49$
SHEST7436	182.02752941176473	1	4	3-5 65$
SHEST7437	175.95995294117648	4	4	3-5 49$
SHEST7438	176.44456470588239	2	4	3-5 65$
SHEST7439	174.84235294117653	95	4	3-5 65$
SHEST7440	147.89647058823533	95	4	3-5 49$
SHEST7441	168.23529411764707	95	4	3-5 65$
SHEST7442	174.84235294117653	95	4	3-5 65$
SHEST7443	152.8517647058824	95	4	3-5 49$
SHEST7444	141.2894117647059	2	4	3-5 49$
SHEST7445	174.84235294117653	2	4	3-5 65$
SHEST7446	174.84235294117653	95	4	3-5 65$
SHEST7447	224.3952941176471	2	4	3-5 65$
SHEST7448	169.3694117647059	95	4	3-5 49$
SHEST7449	108.25411764705885	95	4	3-5 49$
SHEST7450	174.84235294117653	3	4	3-5 65$
SHEST7451	174.84235294117653	95	4	3-5 65$
SHEST7452	141.2894117647059	2	4	3-5 49$
SHEST7453	174.84235294117653	95	4	3-5 65$
SHEST7454	108.25411764705885	1	4	3-5 49$
SHEST7455	174.84235294117653	95	4	3-5 65$
SHEST7456	174.84235294117653	95	4	3-5 65$
SHEST7457	141.2894117647059	95	4	3-5 49$
SHEST7458	168.1857411764706	95	4	3-5 65$
SHEST7459	168.1857411764706	95	4	3-5 65$
SHEST7460	168.1857411764706	95	4	3-5 65$
SHEST7461	142.8916235294118	95	4	3-5 49$
SHEST7462	0	0	4	3-5
SHEST7463	176.44456470588239	95	4	3-5 65$
SHEST7464	108.25411764705885	95	4	3-5 49$
SHEST7465	174.324705882353	95	4	3-5 49$
SHEST7466	174.324705882353	2	4	3-5 49$
SHEST7467	174.324705882353	95	4	3-5 49$
SHEST7468	226.03054117647065	95	4	3-5 65$
SHEST7469	199.61882352941183	95	4	3-5 65$
SHEST7470	199.61882352941183	95	4	3-5 65$
SHEST7471	199.61882352941183	95	4	3-5 65$
SHEST7472	358.1386823529412	95	4	3-5 65$
SHEST7473	174.84235294117653	95	4	3-5 65$
SHEST7474	224.3952941176471	95	4	3-5 65$
SHEST7475	323.5011764705883	95	4	3-5 65$
SHEST7476	257.4305882352942	95	4	3-5 65$
SHEST7477	224.3952941176471	95	4	3-5 65$
SHEST7478	224.3952941176471	95	4	3-5 65$
SHEST7479	242.564705882353	3	4	3-5 65$
SHEST7480	0		4	1-3
SHEST7481	211.09858823529413	95	4	3-5 65$
SHEST7482	214.48470588235296	2	4	3-5 65$
SHEST7483	209.51289411764708	95	4	3-5 65$
SHEST7484	209.4798588235294	95	4	3-5 65$
SHEST7485	207.87764705882358	2	4	3-5 65$
SHEST7486	175.6847529411765	95	4	3-5 65$
SHEST7487	240.9129411764706	95	4	3-5 65$
SHEST7488	207.87764705882358	95	4	3-5 65$
SHEST7489	65.1270117647059		4	3-5 25$
SHEST7490	207.87764705882358	95	4	3-5 65$
SHEST7491	207.87764705882358	95	4	3-5 65$
SHEST7492	207.87764705882358	4	4	3-5 65$
SHEST7493	207.87764705882358	95	4	3-5 65$
SHEST7494	227.6988235294118	95	4	3-5 65$
SHEST7495	207.87764705882358	95	4	3-5 65$
SHEST7496	196.3152941176471	95	4	3-5 65$
SHEST7497	207.87764705882358	95	4	3-5 65$
SHEST7498	207.87764705882358	95	4	3-5 65$
SHEST7499	207.87764705882358	4	4	3-5 65$
SHEST7500	0	0	4	3-5
SHEST7501	196.3152941176471	95	4	3-5 65$
SHEST7502	257.4305882352942	95	4	3-5 65$
SHEST7503	207.87764705882358	95	4	3-5 65$
SHEST7504	196.3152941176471	95	4	3-5 65$
SHEST7505	207.87764705882358	95	4	3-5 65$
SHEST7506	141.2894117647059	95	4	3-5 49$
SHEST7507	240.9129411764706	95	4	3-5 65$
SHEST7508	141.2894117647059	95	4	3-5 49$
SHEST7509	174.324705882353	95	4	3-5 49$
SHEST7510	174.324705882353	95	4	3-5 49$
SHEST7511	174.324705882353	4	4	3-5 49$
SHEST7512	154.50352941176473	4	4	3-5 49$
SHEST7513	174.324705882353	95	4	3-5 49$
SHEST7514	141.2894117647059	95	4	3-5 49$
SHEST7515	167.70112941176473	4	4	3-5 49$
SHEST7516	147.89647058823533	95	4	3-5 49$
SHEST7517	152.8517647058824	95	4	3-5 49$
SHEST7518	95.04000000000002	95	4	3-5 49$
SHEST7519	126.40701176470589	95	4	3-5 49$
SHEST7520	93.33868235294119	95	4	3-5 49$
SHEST7521	157.80705882352947	95	4	3-5 49$
SHEST7522	0	0	4	3-5
SHEST7523	157.80705882352947	95	4	3-5 49$
SHEST7524	192.96221176470596	4	4	3-5 65$
SHEST7525	175.92691764705884	2	4	3-5 49$
SHEST7526	151.1834823529412	95	4	3-5 49$
SHEST7527	133.03058823529415	95	4	3-5 49$
SHEST7528	133.03058823529415	95	4	3-5 49$
SHEST7529	126.42352941176472	2	4	3-5 49$
SHEST7530	76.82103529411766	95	4	3-5 49$
SHEST7531	142.8916235294118	95	4	3-5 49$
SHEST7532	126.42352941176472	4	4	3-5 49$
SHEST7533	126.42352941176472	95	4	3-5 49$
SHEST7534	142.8916235294118	95	4	3-5 49$
SHEST7535	142.8916235294118	95	4	3-5 49$
SHEST7536	118.11515294117649	95	4	3-5 49$
SHEST7537	141.2894117647059	95	4	3-5 49$
SHEST7538	108.25411764705885	95	4	3-5 49$
SHEST7539	142.94117647058826	95	4	3-5 49$
SHEST7540	141.2894117647059	1	4	3-5 49$
SHEST7541	142.8916235294118	95	4	3-5 49$
SHEST7542	174.324705882353	95	4	3-5 49$
SHEST7543	141.2894117647059	95	4	3-5 49$
SHEST7544	141.2894117647059	95	4	3-5 49$
SHEST7545	86.78117647058824	95	4	3-5 49$
SHEST7546	108.25411764705885	95	4	3-5 49$
SHEST7547	108.25411764705885	95	4	3-5 49$
SHEST7548	141.2894117647059	2	4	3-5 49$
SHEST7549	108.25411764705885	2	4	3-5 49$
SHEST7550	108.25411764705885	95	4	3-5 49$
SHEST7551	141.2894117647059	95	4	3-5 49$
SHEST7552	141.2894117647059	4	4	3-5 49$
SHEST7553	141.2894117647059	2	4	3-5 49$
SHEST7554	131.32927058823532	1	4	3-5 49$
SHEST7555	422.6070588235294	95	4	3-5 65$
SHEST7556	429.5609882352942	1	4	3-5 65$
SHEST7557	406.08941176470597	95	4	3-5 65$
SHEST7558	455.64235294117657	95	4	3-5 65$
SHEST7559	422.6070588235294	2	4	3-5 65$
SHEST7560	422.6070588235294	95	4	3-5 65$
SHEST7561	376.3576470588236	95	4	3-5 65$
SHEST7562	422.6070588235294	95	4	3-5 65$
SHEST7563	422.6070588235294	95	4	3-5 65$
SHEST7564	422.6070588235294	95	4	3-5 65$
SHEST7565	422.6070588235294	95	4	3-5 65$
SHEST7566	422.6070588235294	95	4	3-5 65$
SHEST7567	422.6070588235294	95	4	3-5 65$
SHEST7568	0	0	4	3-5
SHEST7569	376.3576470588236	95	4	3-5 65$
SHEST7570	0	0	4	3-5
SHEST7571	536.5788235294118	95	4	3-5 65$
SHEST7572	416.00000000000006	95	4	3-5 65$
SHEST7573	415.9834823529413	3	4	3-5 65$
SHEST7574	318.54588235294125	95	4	3-5 65$
SHEST7575	373.0541176470589	1	4	3-5 65$
SHEST7576	384.61647058823536	3	4	3-5 65$
SHEST7577	384.61647058823536	95	4	3-5 65$
SHEST7578	0		4	1-3
SHEST7579	348.2776470588236	3	4	3-5 65$
SHEST7580	348.2776470588236	3	4	3-5 65$
SHEST7581	290.4658823529412	95	4	3-5 65$
SHEST7582	306.9835294117648	3	4	3-5 65$
SHEST7583	306.9835294117648	2	4	3-5 65$
SHEST7584	389.5717647058824	95	4	3-5 65$
SHEST7585	0	0	4	3-5
SHEST7586	389.5717647058824	95	4	3-5 65$
SHEST7587	368.0988235294118	95	4	3-5 65$
SHEST7588	389.5717647058824	3	4	3-5 65$
SHEST7589	389.55524705882357	95	4	3-5 65$
SHEST7590	0		4	1-3
SHEST7591	374.68936470588244	95	4	3-5 65$
SHEST7592	490.31289411764715	95	4	3-5 65$
SHEST7593	394.36188235294117		4	3-5 65$
SHEST7594	679.5555764705883	95	4	3-5 65$
SHEST7595	374.6563294117648	95	4	3-5 65$
SHEST7596	430.86588235294124	95	4	3-5 65$
SHEST7597	0	0	4	3-5
SHEST7598	373.0541176470589	95	4	3-5 65$
SHEST7599	373.0541176470589	95	4	3-5 65$
SHEST7600	331.76000000000005	4	4	3-5 65$
SHEST7601	373.0541176470589	95	4	3-5 65$
SHEST7602	373.0541176470589	3	4	3-5 65$
SHEST7603	373.0541176470589	95	4	3-5 65$
SHEST7604	325.13642352941184		4	3-5 65$
SHEST7605	308.6187764705883		4	3-5 65$
SHEST7606	373.0541176470589	95	4	3-5 65$
SHEST7607	373.0541176470589	95	4	3-5 65$
SHEST7608	373.0541176470589	1	4	3-5 65$
SHEST7609	373.0541176470589	2	4	3-5 65$
SHEST7610	373.0541176470589	95	4	3-5 65$
SHEST7611	331.76000000000005	3	4	3-5 65$
SHEST7612	0	0	4	3-5
SHEST7613	31.943058823529412		4	3-5 25$
SHEST7614	373.0541176470589	95	4	3-5 65$
SHEST7615	373.0541176470589	4	4	3-5 65$
SHEST7616	331.76000000000005	95	4	3-5 65$
SHEST7617	373.0541176470589	95	4	3-5 65$
SHEST7618	373.0541176470589	4	4	3-5 65$
SHEST7619	0	0	4	3-5
SHEST7620	373.0541176470589	95	4	3-5 65$
SHEST1983	68.46310588235293	95	4	3-5 49$
SHEST1991	0	0	4	3-5
SHEST2003	0	0	4	3-5
SHEST2004	43.85242352941178	95	4	3-5 49$
SHEST2005	43.85242352941178	4	4	3-5 49$
SHEST2013	0	0	4	3-5
SHEST2043	0	0	4	3-5
SHEST2061	41.176423529411764	95	4	3-5 25$
SHEST2066	41.176423529411764	2	4	3-5 25$
SHEST2069	0	0	4	3-5
SHEST2081	38.00503529411765	95	4	3-5 25$
SHEST2090	0	0	4	3-5
SHEST2100	33.18188235294118	95	4	3-5 25$
SHEST2149	26.995200000000004	95	4	3-5 15$
SHEST2150	26.26842352941177	95	4	3-5 15$
SHEST2151	26.20235294117648	95	4	3-5 15$
SHEST2152	25.921552941176472	95	4	3-5 15$
SHEST2154	0	0	4	3-5
SHEST2155	24.864423529411773	95	4	3-5 15$
SHEST2156	0	0	4	3-5
SHEST2157	24.69924705882353	95	4	3-5 15$
SHEST2159	0	0	4	3-5
SHEST2160	23.92291764705883	95	4	3-5 15$
SHEST2161	23.774258823529422	95	4	3-5 15$
SHEST2162	23.609082352941186	2	4	3-5 15$
SHEST2163	23.52649411764706	95	4	3-5 15$
SHEST2164	23.1300705882353	95	4	3-5 15$
SHEST2165	22.816235294117647	95	4	3-5 15$
SHEST2167	22.37025882352941	95	4	3-5 15$
SHEST2168	0	0	4	3-5
SHEST2169	22.2876705882353	95	4	3-5 15$
SHEST2170	22.122494117647065	95	4	3-5 15$
SHEST2171	21.97383529411765	4	4	3-5 15$
SHEST2172	21.97383529411765	95	4	3-5 15$
SHEST2174	0	0	4	3-5
SHEST2175	21.56089411764706	95	4	3-5 15$
SHEST2176	21.56089411764706	4	4	3-5 15$
SHEST2177	21.494823529411768	95	4	3-5 15$
SHEST2178	20.78456470588236	95	4	3-5 15$
SHEST2179	20.553317647058826	95	4	3-5 15$
SHEST2180	19.991717647058827	95	4	3-5 15$
SHEST2181	19.991717647058827	95	4	3-5 15$
SHEST2182	19.95868235294118		4	3-5 15$
SHEST2183	19.92564705882353	95	4	3-5 15$
SHEST2184	19.92564705882353	95	4	3-5 15$
SHEST2185	19.92564705882353	95	4	3-5 15$
SHEST2186	0	0	4	3-5
SHEST2187	19.92564705882353	95	4	3-5 15$
SHEST2188	19.463152941176475	95	4	3-5 15$
SHEST2189	0	0	4	3-5
SHEST2190	0	0	4	3-5
SHEST2191	18.901552941176476	95	4	3-5 15$
SHEST2192	18.736376470588233	95	4	3-5 15$
SHEST2193	18.422541176470595	95	4	3-5 15$
SHEST2194	18.422541176470595	95	4	3-5 15$
SHEST2195	18.422541176470595	3	4	3-5 15$
SHEST2196	18.422541176470595	95	4	3-5 15$
SHEST2197	0	0	4	3-5
SHEST2198	18.422541176470595	2	4	3-5 15$
SHEST2199	18.356470588235297	95	4	3-5 15$
SHEST2200	18.356470588235297	95	4	3-5 15$
SHEST2202	18.141741176470596	1	4	3-5 15$
SHEST2203	8.016423529411767		4	3-5 15$
SHEST2204	16.853364705882356	95	4	3-5 15$
SHEST2205	16.836847058823533	95	4	3-5 15$
SHEST2206	16.787294117647065	1	4	3-5 15$
SHEST2207	16.787294117647065	95	4	3-5 15$
SHEST2208	16.258729411764712	1	4	3-5 15$
SHEST2210	15.28418823529412	95	4	3-5 15$
SHEST2211	14.755623529411768	95	4	3-5 15$
SHEST2212	14.606964705882358	95	4	3-5 15$
SHEST2213	14.606964705882358	95	4	3-5 15$
SHEST2215	14.507858823529418	95	4	3-5 15$
SHEST2216	14.276611764705887	4	4	3-5 15$
SHEST2218	13.715011764705881	95	4	3-5 15$
SHEST2219	13.36814117647059	95	4	3-5 15$
SHEST2220	12.145835294117653	3	4	3-5 15$
SHEST2221	0	0	4	3-5
SHEST2222	11.749411764705886	1	4	3-5 15$
SHEST2223	11.683341176470595	95	4	3-5 15$
SHEST2224	0	0	4	3-5
SHEST2225	11.36950588235294	95	4	3-5 15$
SHEST2227	10.064611764705884	95	4	3-5 15$
SHEST3600	27.01171764705883	3	4	3-5 15$
SHEST3601	27.01171764705883	1	4	3-5 15$
SHEST3602	27.01171764705883	2	4	3-5 15$
SHEST3603	26.995200000000004		4	3-5 15$
SHEST3604	0	0	4	3-5
SHEST3605	0	0	4	3-5
SHEST3606	26.995200000000004	95	4	3-5 15$
SHEST3607	26.995200000000004	3	4	3-5 15$
SHEST3608	0	0	4	3-5
SHEST3609	26.995200000000004		4	3-5 15$
SHEST3610	26.995200000000004	2	4	3-5 15$
SHEST3611	26.995200000000004	95	4	3-5 15$
SHEST3612	0	0	4	3-5
SHEST3613	26.995200000000004	3	4	3-5 15$
SHEST3614	0	0	4	3-5
SHEST3615	0	0	4	3-5
SHEST3616	26.995200000000004		4	3-5 15$
SHEST3617	0	0	4	3-5
SHEST3618	26.995200000000004	2	4	3-5 15$
SHEST3619	26.995200000000004	2	4	3-5 15$
SHEST3620	26.995200000000004		4	3-5 15$
SHEST3621	26.995200000000004		4	3-5 15$
SHEST3622	26.995200000000004	2	4	3-5 15$
SHEST3623	0	0	4	3-5
SHEST3624	26.995200000000004		4	3-5 15$
SHEST3625	26.96216470588236	95	4	3-5 15$
SHEST3626	26.96216470588236	95	4	3-5 15$
SHEST3627	0	0	4	3-5
SHEST3628	0	0	4	3-5
SHEST3629	26.96216470588236	2	4	3-5 15$
SHEST3631	26.96216470588236	95	4	3-5 15$
SHEST3632	26.96216470588236	95	4	3-5 15$
SHEST3633	26.96216470588236	2	4	3-5 15$
SHEST3634	26.96216470588236	1	4	3-5 15$
SHEST3635	26.96216470588236	95	4	3-5 15$
SHEST3636	0	0	4	3-5
SHEST3637	26.96216470588236	95	4	3-5 15$
SHEST3639	26.96216470588236		4	3-5 15$
SHEST3640	26.830023529411775	3	4	3-5 15$
SHEST3641	26.499670588235297	2	4	3-5 15$
SHEST3642	0	0	4	3-5
SHEST3643	26.33449411764706		4	3-5 15$
SHEST3644	26.26842352941177	95	4	3-5 15$
SHEST3645	26.169317647058833	1	4	3-5 15$
SHEST3646	26.169317647058833	3	4	3-5 15$
SHEST3647	26.169317647058833	2	4	3-5 15$
SHEST3648	26.136282352941187		4	3-5 15$
SHEST3649	0	0	4	3-5
SHEST3650	25.426023529411772	2	4	3-5 15$
SHEST3651	0	0	4	3-5
SHEST3652	0	0	4	3-5
SHEST3653	25.426023529411772	2	4	3-5 15$
SHEST3654	0	0	4	3-5
SHEST3655	25.426023529411772	2	4	3-5 15$
SHEST3656	0	0	4	3-5
SHEST3657	25.35995294117648	1	4	3-5 15$
SHEST3658	0	0	4	3-5
SHEST3659	0	0	4	3-5
SHEST3660	25.343435294117654	1	4	3-5 15$
SHEST3661	25.343435294117654		4	3-5 15$
SHEST3662	0	0	4	3-5
SHEST3663	25.343435294117654		4	3-5 15$
SHEST3664	25.343435294117654	1	4	3-5 15$
SHEST3665	0	0	4	3-5
SHEST3666	25.343435294117654	2	4	3-5 15$
SHEST3667	25.343435294117654	3	4	3-5 15$
SHEST3668	0	0	4	3-5
SHEST3669	25.343435294117654		4	3-5 15$
SHEST3670	25.343435294117654	3	4	3-5 15$
SHEST3671	25.343435294117654	3	4	3-5 15$
SHEST3672	0	0	4	3-5
SHEST3673	25.343435294117654	3	4	3-5 15$
SHEST3674	0	0	4	3-5
SHEST3675	25.343435294117654	2	4	3-5 15$
SHEST3676	25.31040000000001	1	4	3-5 15$
SHEST3677	0	0	4	3-5
SHEST3678	25.31040000000001		4	3-5 15$
SHEST3679	25.31040000000001	2	4	3-5 15$
SHEST3680	25.31040000000001		4	3-5 15$
SHEST3681	25.31040000000001	2	4	3-5 15$
SHEST3682	25.31040000000001		4	3-5 15$
SHEST3683	0	0	4	3-5
SHEST3684	0	0	4	3-5
SHEST3685	25.31040000000001	2	4	3-5 15$
SHEST3686	0	0	4	3-5
SHEST3687	0	0	4	3-5
SHEST3688	25.31040000000001	95	4	3-5 15$
SHEST3689	25.31040000000001	3	4	3-5 15$
SHEST3690	25.31040000000001	3	4	3-5 15$
SHEST3691	0	0	4	3-5
SHEST3692	25.31040000000001	1	4	3-5 15$
SHEST3693	25.178258823529426		4	3-5 15$
SHEST3694	0	0	4	3-5
SHEST3695	24.68272941176471	95	4	3-5 15$
SHEST3696	24.517552941176476	4	4	3-5 15$
SHEST3697	24.517552941176476	2	4	3-5 15$
SHEST3698	24.517552941176476	95	4	3-5 15$
SHEST3699	24.517552941176476	2	4	3-5 15$
SHEST3700	24.517552941176476	95	4	3-5 15$
SHEST3701	24.517552941176476		4	3-5 15$
SHEST3702	24.02202352941177	4	4	3-5 15$
